자치구명,시설 구분,주소,시설형태,규모(제곱미터)
강북구,강북구의회,서울시 강북구 삼각산로 089,개방형,25
강북구,SK텔레콤,서울시 강북구 도봉로 238,개방형,8.4
강북구,삼미통산,서울시 강북구 솔샘로 223,개방형,6
강북구,서울북부도로사업소,서울시 강북구 한천로 913,완전개방형,7.8
강북구,강북경찰서,서울시 강북구 오패산로 406,완전폐쇄형,8.7
강북구,미즐 카페 엠,서울시 강북구 한천로 1289,완전폐쇄형,4
강북구,한국전력,서울시 강북구 도봉로 242,폐쇄형,6
강북구,강북문화정보도서관,서울시 강북구 오현로 145,폐쇄형,6.5
강북구,강북전자공단,서울시 강북구 덕릉로40길 74,폐쇄형,10.3
강북구,롯데백화점,서울시 강북구 도봉로 62,폐쇄형,12
